case_id,failure_class,amount,customer_tenure_months,prior_failure_count,payment_method,merchant_category,has_structured_code,true_recoverable,true_would_recover_without_action
938100000228,insufficient_funds,1364.85,42,2,card,ecommerce,1,1,0
938100000229,bank_decline,867.87,48,3,upi,edtech,0,1,1
938100000230,expired_card,1261.17,71,3,wallet,saas,1,0,0
938100000231,expired_card,247.83,69,3,netbanking,fitness,0,1,0
938100000232,expired_card,5052.02,56,1,emandate,ecommerce,0,1,0
938100000233,expired_card,1773.43,12,0,netbanking,fitness,1,0,0
938100000234,expired_card,1218.97,38,1,netbanking,ott,0,0,0
938100000235,mandate_cancelled,1675.86,7,0,netbanking,saas,0,0,0
938100000236,insufficient_funds,1244.66,72,4,emandate,ott,0,0,0
938100000237,expired_card,931.2,15,2,netbanking,saas,1,1,0
938100000238,bank_decline,4003.98,34,2,netbanking,fitness,1,1,0
938100000239,bank_decline,2095.94,22,0,card,saas,1,1,0
938100000240,expired_card,1009.03,36,0,emandate,ecommerce,1,0,0
938100000241,insufficient_funds,458.32,61,5,card,ott,1,0,0
938100000242,expired_card,1113.49,72,2,netbanking,fitness,1,0,0
938100000243,bank_decline,3129.93,69,3,card,ecommerce,0,1,1
938100000244,expired_card,749.81,9,1,emandate,ecommerce,0,0,0
938100000245,insufficient_funds,262.08,3,0,upi,edtech,0,1,1
938100000246,expired_card,1830.36,1,0,card,ecommerce,1,0,0
938100000247,insufficient_funds,996.63,72,3,netbanking,ecommerce,0,1,0
938100000248,mandate_cancelled,1353.64,18,1,emandate,saas,1,0,0
938100000249,bank_decline,6407.57,3,0,emandate,edtech,0,0,0
938100000250,bank_decline,227.03,59,5,netbanking,ott,1,1,1
938100000251,expired_card,764.78,72,5,emandate,ott,0,1,0
938100000252,insufficient_funds,216.38,71,5,card,fitness,1,0,0
938100000253,insufficient_funds,1334.81,45,5,wallet,fitness,1,0,0
938100000254,insufficient_funds,483.23,60,3,card,edtech,1,1,1
938100000255,insufficient_funds,1487.47,72,5,wallet,fitness,0,0,0
938100000256,insufficient_funds,1260.53,22,1,upi,fitness,1,1,0
938100000257,insufficient_funds,205.64,72,3,emandate,saas,1,0,0
938100000258,bank_decline,556.51,28,0,wallet,ott,0,1,0
938100000259,bank_decline,2064.44,24,3,card,saas,1,1,1
938100000260,insufficient_funds,679.55,42,3,wallet,ott,1,0,0
938100000261,expired_card,689.82,35,1,upi,saas,1,0,0
938100000262,mandate_cancelled,924.98,9,1,upi,edtech,0,0,0
938100000263,mandate_cancelled,2470.62,60,4,card,ott,0,1,1
938100000264,bank_decline,613.39,39,3,wallet,edtech,1,1,0
938100000265,mandate_cancelled,616.09,33,1,wallet,fitness,1,0,0
938100000266,insufficient_funds,1156.27,41,3,wallet,ott,0,0,0
938100000267,bank_decline,1518.89,45,3,upi,ecommerce,1,1,1
938100000268,bank_decline,5235.97,33,3,upi,ecommerce,1,1,0
938100000269,insufficient_funds,3479.04,1,0,emandate,ecommerce,1,1,0
938100000270,insufficient_funds,900.92,71,5,card,saas,1,0,0
938100000271,insufficient_funds,757.1,46,4,netbanking,edtech,1,0,0
938100000272,expired_card,4255.09,59,2,upi,ott,0,0,0
938100000273,expired_card,2777.71,65,3,emandate,saas,1,1,0
938100000274,bank_decline,2361.91,68,4,wallet,saas,1,1,0
938100000275,insufficient_funds,1039.43,72,5,upi,ott,1,0,0
938100000276,bank_decline,645.52,41,1,emandate,edtech,1,1,0
938100000277,bank_decline,331.25,12,0,upi,ott,1,1,0
938100000278,bank_decline,11936.04,18,3,upi,ecommerce,1,1,0
938100000279,expired_card,99,24,0,upi,fitness,1,0,0
938100000280,bank_decline,893.66,38,5,card,saas,1,1,0
938100000281,expired_card,976.64,58,1,netbanking,ott,1,0,0
938100000282,insufficient_funds,1309.74,31,4,netbanking,ecommerce,1,0,0
938100000283,insufficient_funds,1067.83,70,2,upi,saas,1,1,0
938100000284,insufficient_funds,1131.36,24,0,upi,saas,1,1,0
938100000285,mandate_cancelled,3139.35,33,3,upi,edtech,0,0,0
938100000286,mandate_cancelled,6061.64,1,0,netbanking,ott,1,0,0
938100000287,bank_decline,2218.95,66,4,upi,ecommerce,0,1,0
938100000288,expired_card,3125.58,34,5,upi,edtech,1,0,0
938100000289,mandate_cancelled,3051.7,1,0,wallet,ott,1,0,0
938100000290,bank_decline,1615.36,23,3,emandate,ecommerce,1,1,0
938100000291,bank_decline,1027.63,65,3,emandate,ott,1,1,1
938100000292,insufficient_funds,195.17,16,3,wallet,edtech,1,1,1
938100000293,expired_card,1291.32,62,2,wallet,ecommerce,0,1,0
938100000294,expired_card,3109.84,3,0,emandate,ott,1,0,0
938100000295,mandate_cancelled,1305.48,54,1,emandate,edtech,1,0,0
938100000296,bank_decline,639.12,61,4,netbanking,fitness,1,1,1
938100000297,expired_card,2011.24,7,1,netbanking,ott,1,0,0
938100000298,expired_card,488.98,14,2,netbanking,fitness,1,0,0
938100000299,expired_card,2953.6,65,2,netbanking,saas,0,0,0
938100000300,expired_card,7742.96,28,0,card,edtech,1,0,0
938100000301,mandate_cancelled,3711.12,26,0,wallet,ecommerce,0,1,0
938100000302,insufficient_funds,856.89,56,5,upi,fitness,1,0,0
938100000303,mandate_cancelled,1144.85,55,1,card,ecommerce,1,0,0
938100000304,expired_card,400.3,11,1,card,saas,0,0,0
938100000305,mandate_cancelled,559.76,1,0,emandate,ecommerce,1,0,0
938100000306,mandate_cancelled,990.57,34,0,emandate,ecommerce,1,1,0
938100000307,bank_decline,174.39,72,5,upi,ott,1,1,0
938100000308,insufficient_funds,1056.21,22,4,netbanking,saas,1,0,0
938100000309,bank_decline,2353.43,42,4,upi,fitness,1,1,1
938100000310,bank_decline,246.18,63,5,upi,edtech,0,1,1
938100000311,bank_decline,4030.43,67,3,wallet,ecommerce,1,1,1
938100000312,mandate_cancelled,394.38,20,1,wallet,ott,1,0,0
938100000313,bank_decline,3619.44,19,3,upi,saas,1,1,0
938100000314,insufficient_funds,720.91,72,4,emandate,fitness,1,0,0
938100000315,insufficient_funds,1545.72,41,5,wallet,edtech,0,0,0
938100000316,bank_decline,1896.96,72,5,upi,fitness,0,1,0
938100000317,expired_card,683.4,30,4,upi,saas,1,0,0
938100000318,insufficient_funds,1093.98,50,2,netbanking,fitness,0,1,0
938100000319,insufficient_funds,1031.18,31,5,upi,fitness,1,0,0
938100000320,insufficient_funds,196.06,32,5,emandate,ecommerce,1,1,0
938100000321,bank_decline,2701.84,26,2,netbanking,ecommerce,1,0,0
938100000322,mandate_cancelled,944.06,72,3,upi,fitness,1,0,0
938100000323,expired_card,1142.21,21,0,emandate,edtech,1,0,0
938100000324,insufficient_funds,633.33,30,3,upi,saas,1,0,0
938100000325,bank_decline,700.6,41,4,wallet,edtech,0,1,0
938100000326,expired_card,353.79,72,4,netbanking,fitness,1,0,0
938100000327,mandate_cancelled,5075.95,1,0,emandate,saas,0,0,0
938100000328,mandate_cancelled,327.99,12,0,netbanking,ott,1,0,0
938100000329,insufficient_funds,3418.8,69,1,card,fitness,1,1,1
938100000330,bank_decline,1736.22,72,4,card,saas,1,1,0
938100000331,insufficient_funds,546.05,72,5,emandate,fitness,1,0,0
938100000332,bank_decline,708.36,37,0,wallet,saas,1,0,0
938100000333,insufficient_funds,2514.21,51,1,netbanking,ott,0,0,0
938100000334,mandate_cancelled,1191.13,64,1,wallet,edtech,1,1,0
938100000335,insufficient_funds,818.26,17,4,netbanking,fitness,1,0,0
938100000336,mandate_cancelled,839.82,5,0,upi,fitness,1,0,0
938100000337,mandate_cancelled,3920.55,36,1,card,fitness,0,0,0
938100000338,insufficient_funds,698.8,39,4,card,saas,1,0,0
938100000339,insufficient_funds,1135.04,72,5,netbanking,saas,1,0,0
938100000340,expired_card,8532.42,4,0,netbanking,saas,1,0,0
938100000341,bank_decline,2004.81,72,3,card,ott,0,0,0
938100000342,insufficient_funds,2098.07,58,0,wallet,edtech,1,1,0
938100000343,mandate_cancelled,1420.96,37,0,card,ott,0,0,0
938100000344,insufficient_funds,1307.04,72,4,card,ecommerce,1,0,0
938100000345,mandate_cancelled,1056.4,58,1,netbanking,fitness,1,0,0
938100000346,bank_decline,401.91,54,5,netbanking,ecommerce,1,1,0
938100000347,expired_card,900.36,44,2,card,ecommerce,0,0,0
938100000348,insufficient_funds,1147.32,25,1,netbanking,saas,1,1,0
938100000349,expired_card,678.22,72,4,netbanking,edtech,1,0,0
938100000350,mandate_cancelled,5113.1,41,0,netbanking,ecommerce,1,0,0
938100000351,mandate_cancelled,1628.78,50,0,emandate,saas,1,1,1
938100000352,insufficient_funds,1011.1,17,4,emandate,saas,0,0,0
938100000353,mandate_cancelled,581.61,6,0,wallet,ecommerce,0,0,0
938100000354,mandate_cancelled,2663.74,48,0,upi,fitness,1,0,0
938100000355,bank_decline,1714.69,19,4,wallet,ott,1,1,0
938100000356,insufficient_funds,5617.06,51,2,card,fitness,1,0,0
938100000357,bank_decline,358.7,46,5,wallet,ecommerce,1,1,0
938100000358,mandate_cancelled,2611.84,3,0,upi,ott,1,0,0
938100000359,insufficient_funds,1195.19,72,5,upi,fitness,1,0,0
938100000360,insufficient_funds,7687.48,1,0,upi,saas,1,0,0
938100000361,bank_decline,3358.46,24,3,wallet,ecommerce,1,1,1
938100000362,expired_card,1108.92,53,3,wallet,ott,1,0,0
938100000363,insufficient_funds,1155.27,23,3,wallet,ott,1,0,0
938100000364,bank_decline,1475.14,42,4,netbanking,ecommerce,1,1,1
938100000365,bank_decline,5241.48,24,2,card,saas,1,1,1
938100000366,bank_decline,1442.17,33,4,wallet,fitness,1,1,0
938100000367,insufficient_funds,302.78,25,0,wallet,ott,1,1,0
938100000368,bank_decline,2029.6,22,4,wallet,edtech,1,1,0
938100000369,expired_card,728.23,72,4,upi,fitness,1,1,0
938100000370,mandate_cancelled,4256.06,12,0,wallet,fitness,1,0,0
938100000371,bank_decline,661.64,48,0,card,edtech,1,0,0
938100000372,expired_card,738.52,72,2,wallet,saas,0,0,0
938100000373,mandate_cancelled,3137.59,24,1,card,fitness,0,1,0
938100000374,bank_decline,2416.91,72,5,emandate,saas,1,0,0
938100000375,insufficient_funds,689.95,69,4,emandate,fitness,0,0,0
938100000376,bank_decline,520.23,65,2,card,saas,1,0,0
938100000377,bank_decline,967.2,44,5,netbanking,ott,1,1,0
938100000378,insufficient_funds,2553.03,40,1,wallet,ecommerce,1,1,0
938100000379,mandate_cancelled,1841.35,60,0,upi,ott,0,1,1
938100000380,expired_card,312.81,41,1,netbanking,ott,1,0,0
938100000381,expired_card,1710.67,72,2,netbanking,edtech,0,0,0
938100000382,mandate_cancelled,469.25,40,2,emandate,saas,1,0,0
938100000383,insufficient_funds,275.78,49,5,upi,edtech,1,0,0
938100000384,bank_decline,886.61,36,0,emandate,saas,1,0,0
938100000385,insufficient_funds,5369.04,37,2,netbanking,edtech,0,1,0
938100000386,mandate_cancelled,582.18,24,0,upi,ott,1,0,0
938100000387,insufficient_funds,2518.7,19,1,wallet,saas,1,1,0
938100000388,mandate_cancelled,3659.3,24,0,netbanking,edtech,0,0,0
938100000389,insufficient_funds,1472.46,26,5,netbanking,ecommerce,1,0,0
938100000390,mandate_cancelled,991.73,6,0,netbanking,ecommerce,1,0,0
938100000391,insufficient_funds,1355.61,22,4,emandate,fitness,1,0,0
938100000392,expired_card,693.28,1,0,wallet,fitness,1,0,0
938100000393,insufficient_funds,906.94,20,0,card,edtech,0,1,0
938100000394,bank_decline,344.24,33,1,upi,ott,1,1,0
938100000395,bank_decline,1669.65,16,0,card,fitness,1,0,0
938100000396,insufficient_funds,1161.99,52,5,card,ott,0,0,0
938100000397,expired_card,5833.9,6,0,card,saas,1,0,0
938100000398,bank_decline,680.91,31,2,wallet,ecommerce,1,1,0
938100000399,insufficient_funds,1586.45,72,5,wallet,edtech,1,0,0
938100000400,mandate_cancelled,1511.22,72,4,card,ecommerce,1,0,0
938100000401,insufficient_funds,2051.99,25,0,card,saas,1,0,0
938100000402,insufficient_funds,5038.46,56,2,wallet,saas,1,0,0
